Epoch [38], Step [1/800], Patch [1/6], Loss: 0.001568914158269763
Epoch [38], Step [1/800], Patch [2/6], Loss: 0.0005309272091835737
Epoch [38], Step [1/800], Patch [3/6], Loss: 0.0003599826595745981
Epoch [38], Step [1/800], Patch [4/6], Loss: 0.0013529573334380984
Epoch [38], Step [1/800], Patch [5/6], Loss: 0.0009449736098758876
Epoch [38], Step [1/800], Patch [6/6], Loss: 0.0034231930039823055
Epoch [38], Step [2/800], Patch [1/6], Loss: 0.014663247391581535
Epoch [38], Step [2/800], Patch [2/6], Loss: 0.013268022798001766
Epoch [38], Step [2/800], Patch [3/6], Loss: 0.01210134755820036
Epoch [38], Step [2/800], Patch [4/6], Loss: 0.015873664990067482
Epoch [38], Step [2/800], Patch [5/6], Loss: 0.016939379274845123
Epoch [38], Step [2/800], Patch [6/6], Loss: 0.015060233883559704
Epoch [38], Step [3/800], Patch [1/6], Loss: 0.013636092655360699
Epoch [38], Step [3/800], Patch [2/6], Loss: 0.013429868966341019
Epoch [38], Step [3/800], Patch [3/6], Loss: 0.015746314078569412
Epoch [38], Step [3/800], Patch [4/6], Loss: 0.013538035564124584
Epoch [38], Step [3/800], Patch [5/6], Loss: 0.011063385754823685
Epoch [38], Step [3/800], Patch [6/6], Loss: 0.012352481484413147
Epoch [38], Step [4/800], Patch [1/6], Loss: 0.008004319854080677
Epoch [38], Step [4/800], Patch [2/6], Loss: 0.008764415979385376
Epoch [38], Step [4/800], Patch [3/6], Loss: 0.008165206760168076
Epoch [38], Step [4/800], Patch [4/6], Loss: 0.004849809221923351
Epoch [38], Step [4/800], Patch [5/6], Loss: 0.009372856467962265
Epoch [38], Step [4/800], Patch [6/6], Loss: 0.02338574081659317
Epoch [38], Step [5/800], Patch [1/6], Loss: 0.002412593923509121
Epoch [38], Step [5/800], Patch [2/6], Loss: 0.0032277589198201895
Epoch [38], Step [5/800], Patch [3/6], Loss: 0.004398878663778305
Epoch [38], Step [5/800], Patch [4/6], Loss: 0.0022967616096138954
Epoch [38], Step [5/800], Patch [5/6], Loss: 0.0036414179485291243
Epoch [38], Step [5/800], Patch [6/6], Loss: 0.004085009451955557
Epoch [38], Step [6/800], Patch [1/6], Loss: 0.006367526017129421
Epoch [38], Step [6/800], Patch [2/6], Loss: 0.006272792350500822
Epoch [38], Step [6/800], Patch [3/6], Loss: 0.00502198189496994
Epoch [38], Step [6/800], Patch [4/6], Loss: 0.005044415593147278
Epoch [38], Step [6/800], Patch [5/6], Loss: 0.010782762430608273
Epoch [38], Step [6/800], Patch [6/6], Loss: 0.011060480028390884
Epoch [38], Step [7/800], Patch [1/6], Loss: 0.0015385185834020376
Epoch [38], Step [7/800], Patch [2/6], Loss: 0.006078324746340513
Epoch [38], Step [7/800], Patch [3/6], Loss: 0.005249229725450277
Epoch [38], Step [7/800], Patch [4/6], Loss: 0.0011538686230778694
Epoch [38], Step [7/800], Patch [5/6], Loss: 0.005888695828616619
Epoch [38], Step [7/800], Patch [6/6], Loss: 0.005975955165922642
Epoch [38], Step [8/800], Patch [1/6], Loss: 0.0017386580584570765
Epoch [38], Step [8/800], Patch [2/6], Loss: 0.004375563468784094
Epoch [38], Step [8/800], Patch [3/6], Loss: 0.0019257324747741222
Epoch [38], Step [8/800], Patch [4/6], Loss: 0.007670708000659943
Epoch [38], Step [8/800], Patch [5/6], Loss: 0.0038334126584231853
Epoch [38], Step [8/800], Patch [6/6], Loss: 0.0057866694405674934
Epoch [38], Step [9/800], Patch [1/6], Loss: 0.012553750537335873
Epoch [38], Step [9/800], Patch [2/6], Loss: 0.011329716071486473
Epoch [38], Step [9/800], Patch [3/6], Loss: 0.014387919567525387
Epoch [38], Step [9/800], Patch [4/6], Loss: 0.013994402252137661
Epoch [38], Step [9/800], Patch [5/6], Loss: 0.014556962065398693
Epoch [38], Step [9/800], Patch [6/6], Loss: 0.01745898649096489
Epoch [38], Step [10/800], Patch [1/6], Loss: 0.010723162442445755
Epoch [38], Step [10/800], Patch [2/6], Loss: 0.01779896579682827
