Epoch [22], Step [1/160], Patch [1/35], Loss: 2.007764851441607e-05
Epoch [22], Step [1/160], Patch [2/35], Loss: 2.437993316561915e-05
Epoch [22], Step [1/160], Patch [3/35], Loss: 2.818584835040383e-05
Epoch [22], Step [1/160], Patch [4/35], Loss: 3.0237744795158505e-05
Epoch [22], Step [1/160], Patch [5/35], Loss: 3.35913136950694e-05
Epoch [22], Step [1/160], Patch [6/35], Loss: 3.1859337468631566e-05
Epoch [22], Step [1/160], Patch [7/35], Loss: 2.9960579922772013e-05
Epoch [22], Step [1/160], Patch [8/35], Loss: 3.463722168817185e-05
Epoch [22], Step [1/160], Patch [9/35], Loss: 4.0608952986076474e-05
Epoch [22], Step [1/160], Patch [10/35], Loss: 3.0695351597387344e-05
Epoch [22], Step [1/160], Patch [11/35], Loss: 3.417108382564038e-05
Epoch [22], Step [1/160], Patch [12/35], Loss: 3.618992559495382e-05
Epoch [22], Step [1/160], Patch [13/35], Loss: 3.878950883517973e-05
Epoch [22], Step [1/160], Patch [14/35], Loss: 3.070734237553552e-05
Epoch [22], Step [1/160], Patch [15/35], Loss: 2.033953023783397e-05
Epoch [22], Step [1/160], Patch [16/35], Loss: 3.673162427730858e-05
Epoch [22], Step [1/160], Patch [17/35], Loss: 5.2008661441504955e-05
Epoch [22], Step [1/160], Patch [18/35], Loss: 5.425803828984499e-05
Epoch [22], Step [1/160], Patch [19/35], Loss: 9.753071935847402e-05
Epoch [22], Step [1/160], Patch [20/35], Loss: 3.808180190389976e-05
Epoch [22], Step [1/160], Patch [21/35], Loss: 3.742623812286183e-05
Epoch [22], Step [1/160], Patch [22/35], Loss: 2.5887013180181384e-05
Epoch [22], Step [1/160], Patch [23/35], Loss: 4.0207738493336365e-05
Epoch [22], Step [1/160], Patch [24/35], Loss: 3.555713556124829e-05
Epoch [22], Step [1/160], Patch [25/35], Loss: 3.759146056836471e-05
Epoch [22], Step [1/160], Patch [26/35], Loss: 3.534400457283482e-05
Epoch [22], Step [1/160], Patch [27/35], Loss: 3.4138778573833406e-05
Epoch [22], Step [1/160], Patch [28/35], Loss: 3.744521382031962e-05
Epoch [22], Step [1/160], Patch [29/35], Loss: 2.694542854442261e-05
Epoch [22], Step [1/160], Patch [30/35], Loss: 2.3232021703734063e-05
Epoch [22], Step [1/160], Patch [31/35], Loss: 2.557501647970639e-05
Epoch [22], Step [1/160], Patch [32/35], Loss: 3.05975518131163e-05
Epoch [22], Step [1/160], Patch [33/35], Loss: 3.421207657083869e-05
Epoch [22], Step [1/160], Patch [34/35], Loss: 2.9960658139316365e-05
Epoch [22], Step [1/160], Patch [35/35], Loss: 3.880012081936002e-05
Epoch [22], Step [2/160], Patch [1/35], Loss: 4.8407306167064235e-05
Epoch [22], Step [2/160], Patch [2/35], Loss: 3.624338933150284e-05
Epoch [22], Step [2/160], Patch [3/35], Loss: 3.4769385820254683e-05
Epoch [22], Step [2/160], Patch [4/35], Loss: 3.719893720699474e-05
Epoch [22], Step [2/160], Patch [5/35], Loss: 4.141125828027725e-05
Epoch [22], Step [2/160], Patch [6/35], Loss: 4.4385360524756834e-05
Epoch [22], Step [2/160], Patch [7/35], Loss: 4.572574107442051e-05
Epoch [22], Step [2/160], Patch [8/35], Loss: 4.005465598311275e-05
Epoch [22], Step [2/160], Patch [9/35], Loss: 3.3702977816574275e-05
Epoch [22], Step [2/160], Patch [10/35], Loss: 3.0181581678334624e-05
Epoch [22], Step [2/160], Patch [11/35], Loss: 3.079586531384848e-05
Epoch [22], Step [2/160], Patch [12/35], Loss: 2.9654023819603026e-05
Epoch [22], Step [2/160], Patch [13/35], Loss: 3.2559993996983394e-05
Epoch [22], Step [2/160], Patch [14/35], Loss: 3.2823994843056425e-05
Epoch [22], Step [2/160], Patch [15/35], Loss: 3.5727021895581856e-05
Epoch [22], Step [2/160], Patch [16/35], Loss: 3.3062453439924866e-05
Epoch [22], Step [2/160], Patch [17/35], Loss: 3.338332680868916e-05
Epoch [22], Step [2/160], Patch [18/35], Loss: 3.1148440029937774e-05
Epoch [22], Step [2/160], Patch [19/35], Loss: 3.4111108107026666e-05
Epoch [22], Step [2/160], Patch [20/35], Loss: 3.503932384774089e-05
Epoch [22], Step [2/160], Patch [21/35], Loss: 3.474931509117596e-05
Epoch [22], Step [2/160], Patch [22/35], Loss: 3.925402052118443e-05
Epoch [22], Step [2/160], Patch [23/35], Loss: 3.237177224946208e-05
Epoch [22], Step [2/160], Patch [24/35], Loss: 4.493711094255559e-05
Epoch [22], Step [2/160], Patch [25/35], Loss: 4.4093885662732646e-05
Epoch [22], Step [2/160], Patch [26/35], Loss: 4.190934123471379e-05
Epoch [22], Step [2/160], Patch [27/35], Loss: 4.203004209557548e-05
Epoch [22], Step [2/160], Patch [28/35], Loss: 3.7489044188987464e-05
Epoch [22], Step [2/160], Patch [29/35], Loss: 4.604862624546513e-05
Epoch [22], Step [2/160], Patch [30/35], Loss: 5.109806079417467e-05
Epoch [22], Step [2/160], Patch [31/35], Loss: 6.18690246483311e-05
Epoch [22], Step [2/160], Patch [32/35], Loss: 5.8953024563379586e-05
Epoch [22], Step [2/160], Patch [33/35], Loss: 5.4340889619197696e-05
Epoch [22], Step [2/160], Patch [34/35], Loss: 5.112074359203689e-05
Epoch [22], Step [2/160], Patch [35/35], Loss: 4.865869414061308e-05
Epoch [22], Step [3/160], Patch [1/50], Loss: 0.0001513652823632583
Epoch [22], Step [3/160], Patch [2/50], Loss: 0.0001202532002935186
Epoch [22], Step [3/160], Patch [3/50], Loss: 0.00015901234291959554
Epoch [22], Step [3/160], Patch [4/50], Loss: 0.00010771114466479048
Epoch [22], Step [3/160], Patch [5/50], Loss: 8.74998077051714e-05
Epoch [22], Step [3/160], Patch [6/50], Loss: 8.096874807961285e-05
Epoch [22], Step [3/160], Patch [7/50], Loss: 8.519983384758234e-05
Epoch [22], Step [3/160], Patch [8/50], Loss: 9.897937707137316e-05
Epoch [22], Step [3/160], Patch [9/50], Loss: 0.00010837723675649613
Epoch [22], Step [3/160], Patch [10/50], Loss: 6.604944064747542e-05
Epoch [22], Step [3/160], Patch [11/50], Loss: 6.885819311719388e-05
Epoch [22], Step [3/160], Patch [12/50], Loss: 5.0720722356345505e-05
Epoch [22], Step [3/160], Patch [13/50], Loss: 2.742543256317731e-05
Epoch [22], Step [3/160], Patch [14/50], Loss: 2.4846813175827265e-05
Epoch [22], Step [3/160], Patch [15/50], Loss: 3.348440077388659e-05
Epoch [22], Step [3/160], Patch [16/50], Loss: 4.89286903757602e-05
Epoch [22], Step [3/160], Patch [17/50], Loss: 3.897371425409801e-05
Epoch [22], Step [3/160], Patch [18/50], Loss: 4.5464923459803686e-05
Epoch [22], Step [3/160], Patch [19/50], Loss: 6.509741069748998e-05
Epoch [22], Step [3/160], Patch [20/50], Loss: 6.18843623669818e-05
Epoch [22], Step [3/160], Patch [21/50], Loss: 4.099708894500509e-05
Epoch [22], Step [3/160], Patch [22/50], Loss: 2.8434420528355986e-05
Epoch [22], Step [3/160], Patch [23/50], Loss: 3.568567626643926e-05
Epoch [22], Step [3/160], Patch [24/50], Loss: 2.7712965675164014e-05
Epoch [22], Step [3/160], Patch [25/50], Loss: 7.457997708115727e-05
Epoch [22], Step [3/160], Patch [26/50], Loss: 6.648196722380817e-05
Epoch [22], Step [3/160], Patch [27/50], Loss: 3.945476055378094e-05
Epoch [22], Step [3/160], Patch [28/50], Loss: 3.0646988307125866e-05
Epoch [22], Step [3/160], Patch [29/50], Loss: 4.0168160921894014e-05
Epoch [22], Step [3/160], Patch [30/50], Loss: 2.833276812452823e-05
Epoch [22], Step [3/160], Patch [31/50], Loss: 3.61236379831098e-05
Epoch [22], Step [3/160], Patch [32/50], Loss: 3.701925015775487e-05
Epoch [22], Step [3/160], Patch [33/50], Loss: 6.483686593128368e-05
Epoch [22], Step [3/160], Patch [34/50], Loss: 3.792714778683148e-05
Epoch [22], Step [3/160], Patch [35/50], Loss: 2.802943708957173e-05
Epoch [22], Step [3/160], Patch [36/50], Loss: 6.410980859072879e-05
Epoch [22], Step [3/160], Patch [37/50], Loss: 3.939738962799311e-05
Epoch [22], Step [3/160], Patch [38/50], Loss: 3.942807234125212e-05
Epoch [22], Step [3/160], Patch [39/50], Loss: 5.188426439417526e-05
Epoch [22], Step [3/160], Patch [40/50], Loss: 1.1247711881878786e-05
Epoch [22], Step [3/160], Patch [41/50], Loss: 2.4909044441301376e-05
Epoch [22], Step [3/160], Patch [42/50], Loss: 2.700175355130341e-05
Epoch [22], Step [3/160], Patch [43/50], Loss: 2.3773920474923216e-05
Epoch [22], Step [3/160], Patch [44/50], Loss: 1.8175180230173282e-05
Epoch [22], Step [3/160], Patch [45/50], Loss: 2.7718173441826366e-05
Epoch [22], Step [3/160], Patch [46/50], Loss: 3.628775448305532e-05
Epoch [22], Step [3/160], Patch [47/50], Loss: 4.527253258856945e-05
Epoch [22], Step [3/160], Patch [48/50], Loss: 3.550015753717162e-05
Epoch [22], Step [3/160], Patch [49/50], Loss: 3.486400964902714e-05
Epoch [22], Step [3/160], Patch [50/50], Loss: 7.35745334168314e-06
Epoch [22], Step [4/160], Patch [1/50], Loss: 7.818129233783111e-05
Epoch [22], Step [4/160], Patch [2/50], Loss: 5.48994357814081e-05
Epoch [22], Step [4/160], Patch [3/50], Loss: 5.739351036027074e-05
Epoch [22], Step [4/160], Patch [4/50], Loss: 4.854493818129413e-05
Epoch [22], Step [4/160], Patch [5/50], Loss: 3.7617934140143916e-05
Epoch [22], Step [4/160], Patch [6/50], Loss: 3.949453093810007e-05
Epoch [22], Step [4/160], Patch [7/50], Loss: 3.923182885046117e-05
Epoch [22], Step [4/160], Patch [8/50], Loss: 4.004133370472118e-05
Epoch [22], Step [4/160], Patch [9/50], Loss: 5.444995986181311e-05
Epoch [22], Step [4/160], Patch [10/50], Loss: 4.35690235462971e-05
Epoch [22], Step [4/160], Patch [11/50], Loss: 4.502702358877286e-05
Epoch [22], Step [4/160], Patch [12/50], Loss: 4.108375287614763e-05
Epoch [22], Step [4/160], Patch [13/50], Loss: 1.7958413081942126e-05
Epoch [22], Step [4/160], Patch [14/50], Loss: 1.2150258044130169e-05
Epoch [22], Step [4/160], Patch [15/50], Loss: 1.5522518879151903e-05
Epoch [22], Step [4/160], Patch [16/50], Loss: 2.1753075998276472e-05
Epoch [22], Step [4/160], Patch [17/50], Loss: 2.4039238269324414e-05
Epoch [22], Step [4/160], Patch [18/50], Loss: 2.6452904421603307e-05
Epoch [22], Step [4/160], Patch [19/50], Loss: 3.503020707285032e-05
Epoch [22], Step [4/160], Patch [20/50], Loss: 3.8106212741695344e-05
Epoch [22], Step [4/160], Patch [21/50], Loss: 3.6172932595945895e-05
Epoch [22], Step [4/160], Patch [22/50], Loss: 3.280620148871094e-05
Epoch [22], Step [4/160], Patch [23/50], Loss: 1.7096634110203013e-05
Epoch [22], Step [4/160], Patch [24/50], Loss: 1.526411870145239e-05
Epoch [22], Step [4/160], Patch [25/50], Loss: 4.423997597768903e-05
Epoch [22], Step [4/160], Patch [26/50], Loss: 2.2148029529489577e-05
Epoch [22], Step [4/160], Patch [27/50], Loss: 1.7472790204919875e-05
Epoch [22], Step [4/160], Patch [28/50], Loss: 2.0048184524057433e-05
Epoch [22], Step [4/160], Patch [29/50], Loss: 3.281197132309899e-05
