Epoch [43], Step [1/800], Patch [1/6], Loss: 0.0053053125739097595
Epoch [43], Step [1/800], Patch [2/6], Loss: 0.004415913950651884
Epoch [43], Step [1/800], Patch [3/6], Loss: 0.00437023863196373
Epoch [43], Step [1/800], Patch [4/6], Loss: 0.008277268148958683
Epoch [43], Step [1/800], Patch [5/6], Loss: 0.007397536188364029
Epoch [43], Step [1/800], Patch [6/6], Loss: 0.006676722317934036
Epoch [43], Step [2/800], Patch [1/6], Loss: 0.0014655622653663158
Epoch [43], Step [2/800], Patch [2/6], Loss: 0.005985981784760952
Epoch [43], Step [2/800], Patch [3/6], Loss: 0.007061162497848272
Epoch [43], Step [2/800], Patch [4/6], Loss: 0.0022640880197286606
Epoch [43], Step [2/800], Patch [5/6], Loss: 0.003699058433994651
Epoch [43], Step [2/800], Patch [6/6], Loss: 0.0046578049659729
Epoch [43], Step [3/800], Patch [1/6], Loss: 0.004912757780402899
Epoch [43], Step [3/800], Patch [2/6], Loss: 0.0018910308135673404
Epoch [43], Step [3/800], Patch [3/6], Loss: 0.001554590417072177
Epoch [43], Step [3/800], Patch [4/6], Loss: 0.006968648638576269
Epoch [43], Step [3/800], Patch [5/6], Loss: 0.005230993032455444
Epoch [43], Step [3/800], Patch [6/6], Loss: 0.006151146255433559
Epoch [43], Step [4/800], Patch [1/6], Loss: 0.018848204985260963
Epoch [43], Step [4/800], Patch [2/6], Loss: 0.01647130586206913
Epoch [43], Step [4/800], Patch [3/6], Loss: 0.015219410881400108
Epoch [43], Step [4/800], Patch [4/6], Loss: 0.011893026530742645
Epoch [43], Step [4/800], Patch [5/6], Loss: 0.011402567848563194
Epoch [43], Step [4/800], Patch [6/6], Loss: 0.003646191908046603
Epoch [43], Step [5/800], Patch [1/6], Loss: 0.0016409042291343212
Epoch [43], Step [5/800], Patch [2/6], Loss: 0.0037303040735423565
Epoch [43], Step [5/800], Patch [3/6], Loss: 0.008038898929953575
Epoch [43], Step [5/800], Patch [4/6], Loss: 0.004911777563393116
Epoch [43], Step [5/800], Patch [5/6], Loss: 0.006396488752216101
Epoch [43], Step [5/800], Patch [6/6], Loss: 0.0031693167984485626
Epoch [43], Step [6/800], Patch [1/6], Loss: 0.002593057928606868
Epoch [43], Step [6/800], Patch [2/6], Loss: 0.0016640778630971909
Epoch [43], Step [6/800], Patch [3/6], Loss: 0.002095467410981655
Epoch [43], Step [6/800], Patch [4/6], Loss: 0.0062295421957969666
Epoch [43], Step [6/800], Patch [5/6], Loss: 0.009092312306165695
Epoch [43], Step [6/800], Patch [6/6], Loss: 0.011519569903612137
Epoch [43], Step [7/800], Patch [1/6], Loss: 0.0008000616217032075
Epoch [43], Step [7/800], Patch [2/6], Loss: 0.001453250995837152
Epoch [43], Step [7/800], Patch [3/6], Loss: 0.0011368999257683754
Epoch [43], Step [7/800], Patch [4/6], Loss: 0.0023337509483098984
Epoch [43], Step [7/800], Patch [5/6], Loss: 0.006920573767274618
Epoch [43], Step [7/800], Patch [6/6], Loss: 0.007115240208804607
Epoch [43], Step [8/800], Patch [1/6], Loss: 0.0009139399044215679
Epoch [43], Step [8/800], Patch [2/6], Loss: 0.000737682159524411
Epoch [43], Step [8/800], Patch [3/6], Loss: 0.007514712866395712
Epoch [43], Step [8/800], Patch [4/6], Loss: 0.0015328930458053946
Epoch [43], Step [8/800], Patch [5/6], Loss: 0.010310385376214981
Epoch [43], Step [8/800], Patch [6/6], Loss: 0.011902190744876862
Epoch [43], Step [9/800], Patch [1/6], Loss: 0.008591195568442345
