Epoch [49], Step [1/120], Patch [1/6], SIDD Loss: 0.00018762607942335308, DIV2K Loss: 0.019492559134960175
Epoch [49], Step [32/120], Patch [3/6], SIDD Loss: 0.00010637827654136345, DIV2K Loss: 0.003002716228365898
Epoch [49], Step [32/120], Patch [4/6], SIDD Loss: 0.000143847762956284, DIV2K Loss: 0.007905791513621807
Epoch [49], Step [32/120], Patch [5/6], SIDD Loss: 0.00012869795318692923, DIV2K Loss: 0.006052631419152021
Epoch [49], Step [32/120], Patch [6/6], SIDD Loss: 0.00013127803686074913, DIV2K Loss: 0.005520693026483059
Epoch [49], Step [33/120], Patch [1/6], SIDD Loss: 0.00042726853280328214, DIV2K Loss: 0.007719657849520445
Epoch [49], Step [33/120], Patch [2/6], SIDD Loss: 0.00011182465095771477, DIV2K Loss: 0.007475260645151138
Epoch [49], Step [33/120], Patch [3/6], SIDD Loss: 0.00013543925888370723, DIV2K Loss: 0.008672184310853481
Epoch [49], Step [33/120], Patch [4/6], SIDD Loss: 0.00012855595559813082, DIV2K Loss: 0.00966702215373516
Epoch [49], Step [33/120], Patch [5/6], SIDD Loss: 9.599298209650442e-05, DIV2K Loss: 0.010423557832837105
Epoch [49], Step [33/120], Patch [6/6], SIDD Loss: 8.645944035379216e-05, DIV2K Loss: 0.01256413571536541
Epoch [49], Step [34/120], Patch [1/6], SIDD Loss: 0.0005669514066539705, DIV2K Loss: 0.013047855347394943
Epoch [49], Step [34/120], Patch [2/6], SIDD Loss: 0.0004892981960438192, DIV2K Loss: 0.008370069786906242
Epoch [49], Step [34/120], Patch [3/6], SIDD Loss: 0.0015465135220438242, DIV2K Loss: 0.009598548524081707
Epoch [49], Step [34/120], Patch [4/6], SIDD Loss: 0.0005389152793213725, DIV2K Loss: 0.007241272833198309
Epoch [49], Step [34/120], Patch [5/6], SIDD Loss: 0.00042149698128923774, DIV2K Loss: 0.009751553647220135
Epoch [49], Step [34/120], Patch [6/6], SIDD Loss: 0.0015243911184370518, DIV2K Loss: 0.009402438066899776
Epoch [49], Step [35/120], Patch [1/6], SIDD Loss: 0.0007226017187349498, DIV2K Loss: 0.0014183127786964178
Epoch [49], Step [35/120], Patch [2/6], SIDD Loss: 0.0004180445976089686, DIV2K Loss: 0.006021486129611731
Epoch [49], Step [35/120], Patch [3/6], SIDD Loss: 0.0005065059522166848, DIV2K Loss: 0.0056238677352666855
Epoch [49], Step [35/120], Patch [4/6], SIDD Loss: 0.00030548832728527486, DIV2K Loss: 0.008926838636398315
Epoch [49], Step [35/120], Patch [5/6], SIDD Loss: 0.00025373438256792724, DIV2K Loss: 0.019852643832564354
Epoch [49], Step [35/120], Patch [6/6], SIDD Loss: 0.00024218173348344862, DIV2K Loss: 0.014228006824851036
Epoch [49], Step [36/120], Patch [1/6], SIDD Loss: 0.00015227597032207996, DIV2K Loss: 0.0031201818492263556
Epoch [49], Step [36/120], Patch [2/6], SIDD Loss: 0.00031344551825895905, DIV2K Loss: 0.0024105627089738846
Epoch [49], Step [36/120], Patch [3/6], SIDD Loss: 0.00022103455557953566, DIV2K Loss: 0.002365213120356202
Epoch [49], Step [36/120], Patch [4/6], SIDD Loss: 0.00012263961252756417, DIV2K Loss: 0.002510710386559367
Epoch [49], Step [36/120], Patch [5/6], SIDD Loss: 0.00014651156379841268, DIV2K Loss: 0.003519270569086075
Epoch [49], Step [36/120], Patch [6/6], SIDD Loss: 0.00021225409000180662, DIV2K Loss: 0.005801651161164045
Epoch [49], Step [37/120], Patch [1/9], SIDD Loss: 0.00048579141730442643, DIV2K Loss: 0.004023534711450338
