Epoch [49], Step [1/120], Patch [1/6], SIDD Loss: 0.00018762607942335308, DIV2K Loss: 0.019492559134960175
Epoch [49], Step [37/120], Patch [2/9], SIDD Loss: 0.00043070700485259295, DIV2K Loss: 0.004569683689624071
Epoch [49], Step [37/120], Patch [3/9], SIDD Loss: 0.0006447193445637822, DIV2K Loss: 0.004369628615677357
Epoch [49], Step [37/120], Patch [4/9], SIDD Loss: 0.0003609395062085241, DIV2K Loss: 0.003001411212608218
Epoch [49], Step [37/120], Patch [5/9], SIDD Loss: 0.00030266513931564987, DIV2K Loss: 0.0037898269947618246
Epoch [49], Step [37/120], Patch [6/9], SIDD Loss: 0.0002658969606272876, DIV2K Loss: 0.004916593432426453
Epoch [49], Step [37/120], Patch [7/9], SIDD Loss: 0.000354782328940928, DIV2K Loss: 0.0037116194143891335
Epoch [49], Step [37/120], Patch [8/9], SIDD Loss: 0.00025438706506974995, DIV2K Loss: 0.0046250722371041775
Epoch [49], Step [37/120], Patch [9/9], SIDD Loss: 0.00032913917675614357, DIV2K Loss: 0.004951127339154482
Epoch [49], Step [38/120], Patch [1/6], SIDD Loss: 0.0009403815492987633, DIV2K Loss: 0.0076149022206664085
Epoch [49], Step [38/120], Patch [2/6], SIDD Loss: 0.00037196784978732467, DIV2K Loss: 0.009114114567637444
Epoch [49], Step [38/120], Patch [3/6], SIDD Loss: 0.00026920950040221214, DIV2K Loss: 0.020246140658855438
Epoch [49], Step [38/120], Patch [4/6], SIDD Loss: 0.0004451955610420555, DIV2K Loss: 0.018783263862133026
Epoch [49], Step [38/120], Patch [5/6], SIDD Loss: 0.00027825761935673654, DIV2K Loss: 0.010886892676353455
Epoch [49], Step [38/120], Patch [6/6], SIDD Loss: 0.0005362415686249733, DIV2K Loss: 0.019183151423931122
Epoch [49], Step [39/120], Patch [1/6], SIDD Loss: 0.00011259697930654511, DIV2K Loss: 0.006110376678407192
Epoch [49], Step [39/120], Patch [2/6], SIDD Loss: 0.00014385415124706924, DIV2K Loss: 0.005784648470580578
Epoch [49], Step [39/120], Patch [3/6], SIDD Loss: 9.99446347123012e-05, DIV2K Loss: 0.004456239752471447
Epoch [49], Step [39/120], Patch [4/6], SIDD Loss: 6.968612433411181e-05, DIV2K Loss: 0.004965136758983135
Epoch [49], Step [39/120], Patch [5/6], SIDD Loss: 5.264934588922188e-05, DIV2K Loss: 0.006224025972187519
Epoch [49], Step [39/120], Patch [6/6], SIDD Loss: 0.0001860701449913904, DIV2K Loss: 0.007573741488158703
Epoch [49], Step [40/120], Patch [1/6], SIDD Loss: 8.08543773018755e-05, DIV2K Loss: 0.002045827452093363
Epoch [49], Step [40/120], Patch [2/6], SIDD Loss: 7.276530959643424e-05, DIV2K Loss: 0.00046065275091677904
Epoch [49], Step [40/120], Patch [3/6], SIDD Loss: 0.00019068943220190704, DIV2K Loss: 0.0007400354370474815
Epoch [49], Step [40/120], Patch [4/6], SIDD Loss: 7.790564268361777e-05, DIV2K Loss: 0.003985084593296051
Epoch [49], Step [40/120], Patch [5/6], SIDD Loss: 6.196294270921499e-05, DIV2K Loss: 0.0022062126081436872
Epoch [49], Step [40/120], Patch [6/6], SIDD Loss: 4.92904509883374e-05, DIV2K Loss: 0.0015000601997599006
Epoch [49], SIDD Epoch Loss: 0.00022543149440126505, DIV2K Epoch Loss: 0.007257945881105519
Epoch [49], Step [41/120], Patch [1/6], SIDD Loss: 0.00015518098371103406, DIV2K Loss: 0.01029022503644228
Epoch [49], Step [41/120], Patch [2/6], SIDD Loss: 0.0001787494111340493, DIV2K Loss: 0.00749538978561759
Epoch [49], Step [41/120], Patch [3/6], SIDD Loss: 0.00016333203529939055, DIV2K Loss: 0.01832488365471363
Epoch [49], Step [41/120], Patch [4/6], SIDD Loss: 0.00015944619372021407, DIV2K Loss: 0.014932475984096527
Epoch [49], Step [41/120], Patch [5/6], SIDD Loss: 0.00017465765995439142, DIV2K Loss: 0.01406108494848013
Epoch [49], Step [41/120], Patch [6/6], SIDD Loss: 0.00012202307698316872, DIV2K Loss: 0.007137469947338104
Epoch [49], Step [42/120], Patch [1/6], SIDD Loss: 0.0001752286625560373, DIV2K Loss: 0.00408147182315588
Epoch [49], Step [42/120], Patch [2/6], SIDD Loss: 0.00011793526209658012, DIV2K Loss: 0.004774997942149639
Epoch [49], Step [42/120], Patch [3/6], SIDD Loss: 6.668108835583553e-05, DIV2K Loss: 0.0027642701752483845
Epoch [49], Step [42/120], Patch [4/6], SIDD Loss: 0.00010846498480532318, DIV2K Loss: 0.003467144910246134
Epoch [49], Step [42/120], Patch [5/6], SIDD Loss: 7.8568235039711e-05, DIV2K Loss: 0.0028509553521871567
Epoch [49], Step [42/120], Patch [6/6], SIDD Loss: 6.747255974914879e-05, DIV2K Loss: 0.003499719314277172
Epoch [49], Step [43/120], Patch [1/6], SIDD Loss: 0.0001473390293540433, DIV2K Loss: 0.008744021877646446
Epoch [49], Step [43/120], Patch [2/6], SIDD Loss: 9.750881872605532e-05, DIV2K Loss: 0.00869881734251976
Epoch [49], Step [43/120], Patch [3/6], SIDD Loss: 6.297896470641717e-05, DIV2K Loss: 0.009332663379609585
Epoch [49], Step [43/120], Patch [4/6], SIDD Loss: 6.684870459139347e-05, DIV2K Loss: 0.022875461727380753
Epoch [49], Step [43/120], Patch [5/6], SIDD Loss: 4.1343730117660016e-05, DIV2K Loss: 0.022338179871439934
Epoch [49], Step [43/120], Patch [6/6], SIDD Loss: 6.328974268399179e-05, DIV2K Loss: 0.010349271818995476
Epoch [49], Step [44/120], Patch [1/6], SIDD Loss: 9.040598524734378e-05, DIV2K Loss: 0.001239720149897039
Epoch [49], Step [44/120], Patch [2/6], SIDD Loss: 0.00011289482790743932, DIV2K Loss: 0.002223180839791894
Epoch [49], Step [44/120], Patch [3/6], SIDD Loss: 9.979009337257594e-05, DIV2K Loss: 0.0014679249143227935
Epoch [49], Step [44/120], Patch [4/6], SIDD Loss: 0.00015430325584020466, DIV2K Loss: 0.005042105447500944
Epoch [49], Step [44/120], Patch [5/6], SIDD Loss: 8.240330498665571e-05, DIV2K Loss: 0.006325618829578161
Epoch [49], Step [44/120], Patch [6/6], SIDD Loss: 5.5271637393161654e-05, DIV2K Loss: 0.006185080390423536
Epoch [49], Step [45/120], Patch [1/6], SIDD Loss: 7.723234739387408e-05, DIV2K Loss: 0.015195198357105255
Epoch [49], Step [45/120], Patch [2/6], SIDD Loss: 9.985333599615842e-05, DIV2K Loss: 0.01469390094280243
Epoch [49], Step [45/120], Patch [3/6], SIDD Loss: 0.00011570336937438697, DIV2K Loss: 0.012239999137818813
Epoch [49], Step [45/120], Patch [4/6], SIDD Loss: 0.0001102221867768094, DIV2K Loss: 0.019181158393621445
Epoch [49], Step [45/120], Patch [5/6], SIDD Loss: 0.00018093564722221345, DIV2K Loss: 0.0168779157102108
Epoch [49], Step [45/120], Patch [6/6], SIDD Loss: 7.763626490486786e-05, DIV2K Loss: 0.016313524916768074
Epoch [49], Step [46/120], Patch [1/6], SIDD Loss: 0.00019051825802307576, DIV2K Loss: 0.01467036735266447
Epoch [49], Step [46/120], Patch [2/6], SIDD Loss: 0.0005396542837843299, DIV2K Loss: 0.014403524808585644
Epoch [49], Step [46/120], Patch [3/6], SIDD Loss: 0.00015691979206167161, DIV2K Loss: 0.012126288376748562
Epoch [49], Step [46/120], Patch [4/6], SIDD Loss: 0.00017942684644367546, DIV2K Loss: 0.005453124176710844
Epoch [49], Step [46/120], Patch [5/6], SIDD Loss: 0.00036661335616372526, DIV2K Loss: 0.008399317972362041
Epoch [49], Step [46/120], Patch [6/6], SIDD Loss: 0.0002794208412524313, DIV2K Loss: 0.010306775569915771
Epoch [49], Step [47/120], Patch [1/6], SIDD Loss: 9.548634989187121e-05, DIV2K Loss: 0.011401250027120113
Epoch [49], Step [47/120], Patch [2/6], SIDD Loss: 0.0001313161919824779, DIV2K Loss: 0.009035229682922363
Epoch [49], Step [47/120], Patch [3/6], SIDD Loss: 0.00010524142999202013, DIV2K Loss: 0.00846536923199892
Epoch [49], Step [47/120], Patch [4/6], SIDD Loss: 9.862711158348247e-05, DIV2K Loss: 0.012919644825160503
Epoch [49], Step [47/120], Patch [5/6], SIDD Loss: 0.00010717891564127058, DIV2K Loss: 0.013969127088785172
Epoch [49], Step [47/120], Patch [6/6], SIDD Loss: 9.650215361034498e-05, DIV2K Loss: 0.011300007812678814
Epoch [49], Step [48/120], Patch [1/6], SIDD Loss: 0.000647340202704072, DIV2K Loss: 0.0028888583183288574
Epoch [49], Step [48/120], Patch [2/6], SIDD Loss: 0.0007240663981065154, DIV2K Loss: 0.0030079081188887358
Epoch [49], Step [48/120], Patch [3/6], SIDD Loss: 0.0006192639702931046, DIV2K Loss: 0.002207278972491622
Epoch [49], Step [48/120], Patch [4/6], SIDD Loss: 0.0009633726440370083, DIV2K Loss: 0.012667858973145485
Epoch [49], Step [48/120], Patch [5/6], SIDD Loss: 0.0005504094297066331, DIV2K Loss: 0.01377757079899311
Epoch [49], Step [48/120], Patch [6/6], SIDD Loss: 0.0009327916195616126, DIV2K Loss: 0.013705430552363396
Epoch [49], Step [49/120], Patch [1/6], SIDD Loss: 0.0001691922516329214, DIV2K Loss: 0.0021021217107772827
Epoch [49], Step [49/120], Patch [2/6], SIDD Loss: 0.00032861391082406044, DIV2K Loss: 0.003349912818521261
Epoch [49], Step [49/120], Patch [3/6], SIDD Loss: 0.00012259333743713796, DIV2K Loss: 0.0019085387466475368
Epoch [49], Step [49/120], Patch [4/6], SIDD Loss: 0.00013797036081086844, DIV2K Loss: 0.012118173763155937
Epoch [49], Step [49/120], Patch [5/6], SIDD Loss: 0.0011781927896663547, DIV2K Loss: 0.009413233026862144
Epoch [49], Step [49/120], Patch [6/6], SIDD Loss: 0.00013525185931939632, DIV2K Loss: 0.008961482904851437
Epoch [49], Step [50/120], Patch [1/6], SIDD Loss: 8.001272362889722e-05, DIV2K Loss: 0.003533565439283848
Epoch [49], Step [50/120], Patch [2/6], SIDD Loss: 0.0001263186859432608, DIV2K Loss: 0.003892974928021431
Epoch [49], Step [50/120], Patch [3/6], SIDD Loss: 6.464081525336951e-05, DIV2K Loss: 0.003905100515112281
Epoch [49], Step [50/120], Patch [4/6], SIDD Loss: 4.994349365006201e-05, DIV2K Loss: 0.004666169174015522
Epoch [49], Step [50/120], Patch [5/6], SIDD Loss: 3.749848110601306e-05, DIV2K Loss: 0.0043349675834178925
Epoch [49], Step [50/120], Patch [6/6], SIDD Loss: 5.1983632147312164e-05, DIV2K Loss: 0.004016712307929993
Epoch [49], Step [51/120], Patch [1/6], SIDD Loss: 0.00020228342327754945, DIV2K Loss: 0.0013083292869850993
Epoch [49], Step [51/120], Patch [2/6], SIDD Loss: 0.00019777275156229734, DIV2K Loss: 0.00432161008939147
Epoch [49], Step [51/120], Patch [3/6], SIDD Loss: 0.00031835242407396436, DIV2K Loss: 0.0031145568937063217
Epoch [49], Step [51/120], Patch [4/6], SIDD Loss: 0.00023701260215602815, DIV2K Loss: 0.000928357127122581
Epoch [49], Step [51/120], Patch [5/6], SIDD Loss: 0.00016302824951708317, DIV2K Loss: 0.0029478678479790688
Epoch [49], Step [51/120], Patch [6/6], SIDD Loss: 0.0002478205133229494, DIV2K Loss: 0.0026770317927002907
Epoch [49], Step [52/120], Patch [1/6], SIDD Loss: 8.864498522598296e-05, DIV2K Loss: 0.0006410909118130803
Epoch [49], Step [52/120], Patch [2/6], SIDD Loss: 6.814701919211075e-05, DIV2K Loss: 0.000820204964838922
Epoch [49], Step [52/120], Patch [3/6], SIDD Loss: 5.4208732763072476e-05, DIV2K Loss: 0.001898772083222866
Epoch [49], Step [52/120], Patch [4/6], SIDD Loss: 5.323055665940046e-05, DIV2K Loss: 0.0018140192842110991
Epoch [49], Step [52/120], Patch [5/6], SIDD Loss: 6.28840207355097e-05, DIV2K Loss: 0.004254465457051992
Epoch [49], Step [52/120], Patch [6/6], SIDD Loss: 3.54114526999183e-05, DIV2K Loss: 0.0033823102712631226
Epoch [49], Step [53/120], Patch [1/6], SIDD Loss: 0.0009462560410611331, DIV2K Loss: 0.008088172413408756
Epoch [49], Step [53/120], Patch [2/6], SIDD Loss: 0.0008230924140661955, DIV2K Loss: 0.006660263054072857
Epoch [49], Step [53/120], Patch [3/6], SIDD Loss: 0.0006795224035158753, DIV2K Loss: 0.020265299826860428
Epoch [49], Step [53/120], Patch [4/6], SIDD Loss: 0.0005509643233381212, DIV2K Loss: 0.025530975311994553
Epoch [49], Step [53/120], Patch [5/6], SIDD Loss: 0.0009096434223465621, DIV2K Loss: 0.019915223121643066
Epoch [49], Step [53/120], Patch [6/6], SIDD Loss: 0.0007039470947347581, DIV2K Loss: 0.02078079618513584
Epoch [49], Step [54/120], Patch [1/6], SIDD Loss: 0.0005295405862852931, DIV2K Loss: 0.006236115004867315
Epoch [49], Step [54/120], Patch [2/6], SIDD Loss: 0.0004980025696568191, DIV2K Loss: 0.0024335174821317196
Epoch [49], Step [54/120], Patch [3/6], SIDD Loss: 0.0003760650288313627, DIV2K Loss: 0.0014503643615171313
Epoch [49], Step [54/120], Patch [4/6], SIDD Loss: 0.00022228846501093358, DIV2K Loss: 0.02137131243944168
Epoch [49], Step [54/120], Patch [5/6], SIDD Loss: 0.00022707958123646677, DIV2K Loss: 0.012892226688563824
Epoch [49], Step [54/120], Patch [6/6], SIDD Loss: 0.00035867909900844097, DIV2K Loss: 0.010477687232196331
Epoch [49], Step [55/120], Patch [1/6], SIDD Loss: 0.0004750340594910085, DIV2K Loss: 0.0014748582616448402
Epoch [49], Step [55/120], Patch [2/6], SIDD Loss: 0.0004756774287670851, DIV2K Loss: 0.0021629314869642258
Epoch [49], Step [55/120], Patch [3/6], SIDD Loss: 0.0006870817160233855, DIV2K Loss: 0.0016334301326423883
Epoch [49], Step [55/120], Patch [4/6], SIDD Loss: 0.0003832078946288675, DIV2K Loss: 0.0029572076164186
Epoch [49], Step [55/120], Patch [5/6], SIDD Loss: 0.0004942969535477459, DIV2K Loss: 0.007706473581492901
Epoch [49], Step [55/120], Patch [6/6], SIDD Loss: 0.0003961873590014875, DIV2K Loss: 0.011547587811946869
Epoch [49], Step [56/120], Patch [1/6], SIDD Loss: 0.00012389267794787884, DIV2K Loss: 0.0020710662938654423
Epoch [49], Step [56/120], Patch [2/6], SIDD Loss: 0.0001091251615434885, DIV2K Loss: 0.000647174078039825
Epoch [49], Step [56/120], Patch [3/6], SIDD Loss: 6.416928226826712e-05, DIV2K Loss: 0.0010295695392414927
Epoch [49], Step [56/120], Patch [4/6], SIDD Loss: 4.9752863560570404e-05, DIV2K Loss: 0.001328128739260137
Epoch [49], Step [56/120], Patch [5/6], SIDD Loss: 5.4831158195156604e-05, DIV2K Loss: 0.0014354693703353405
Epoch [49], Step [56/120], Patch [6/6], SIDD Loss: 6.0348793340381235e-05, DIV2K Loss: 0.0015392808709293604
Epoch [49], Step [57/120], Patch [1/9], SIDD Loss: 7.63447824283503e-05, DIV2K Loss: 0.00040421899757348
Epoch [49], Step [57/120], Patch [2/9], SIDD Loss: 6.428424967452884e-05, DIV2K Loss: 0.00027974919066764414
Epoch [49], Step [57/120], Patch [3/9], SIDD Loss: 9.198198677040637e-05, DIV2K Loss: 0.00026639035786502063
Epoch [49], Step [57/120], Patch [4/9], SIDD Loss: 4.6165714593371376e-05, DIV2K Loss: 0.0033660202752798796
Epoch [49], Step [57/120], Patch [5/9], SIDD Loss: 0.00010941900836769491, DIV2K Loss: 0.001773081487044692
Epoch [49], Step [57/120], Patch [6/9], SIDD Loss: 4.998221265850589e-05, DIV2K Loss: 0.0012603678042069077
Epoch [49], Step [57/120], Patch [7/9], SIDD Loss: 3.487316644168459e-05, DIV2K Loss: 0.004917175509035587
Epoch [49], Step [57/120], Patch [8/9], SIDD Loss: 6.426959589589387e-05, DIV2K Loss: 0.0041870297864079475
Epoch [49], Step [57/120], Patch [9/9], SIDD Loss: 0.0001614022476132959, DIV2K Loss: 0.0032254508696496487
Epoch [49], Step [58/120], Patch [1/6], SIDD Loss: 0.00012862795847468078, DIV2K Loss: 0.004722279030829668
Epoch [49], Step [58/120], Patch [2/6], SIDD Loss: 0.00015187315875664353, DIV2K Loss: 0.0054671987891197205
Epoch [49], Step [58/120], Patch [3/6], SIDD Loss: 5.365206015994772e-05, DIV2K Loss: 0.005988321267068386
Epoch [49], Step [58/120], Patch [4/6], SIDD Loss: 4.95471540489234e-05, DIV2K Loss: 0.005806589033454657
Epoch [49], Step [58/120], Patch [5/6], SIDD Loss: 7.488038681913167e-05, DIV2K Loss: 0.008376018144190311
Epoch [49], Step [58/120], Patch [6/6], SIDD Loss: 0.00013706642494071275, DIV2K Loss: 0.008317703381180763
Epoch [49], Step [59/120], Patch [1/6], SIDD Loss: 0.00017294418648816645, DIV2K Loss: 0.0068492284044623375
Epoch [49], Step [59/120], Patch [2/6], SIDD Loss: 0.00014399818610399961, DIV2K Loss: 0.004323321394622326
Epoch [49], Step [59/120], Patch [3/6], SIDD Loss: 0.00019804660405497998, DIV2K Loss: 0.008475417271256447
Epoch [49], Step [59/120], Patch [4/6], SIDD Loss: 0.00015680925571359694, DIV2K Loss: 0.0074013592675328255
Epoch [49], Step [59/120], Patch [5/6], SIDD Loss: 0.000331369781633839, DIV2K Loss: 0.003340445226058364
Epoch [49], Step [59/120], Patch [6/6], SIDD Loss: 0.00011168226774316281, DIV2K Loss: 0.004886590875685215
Epoch [49], Step [60/120], Patch [1/6], SIDD Loss: 0.00017930920876096934, DIV2K Loss: 0.006828143261373043
Epoch [49], Step [60/120], Patch [2/6], SIDD Loss: 0.00012448200141079724, DIV2K Loss: 0.017823845148086548
Epoch [49], Step [60/120], Patch [3/6], SIDD Loss: 0.00011069259198848158, DIV2K Loss: 0.019671648740768433
Epoch [49], Step [60/120], Patch [4/6], SIDD Loss: 0.0001354692503809929, DIV2K Loss: 0.014705253764986992
Epoch [49], Step [60/120], Patch [5/6], SIDD Loss: 0.00011490992619656026, DIV2K Loss: 0.019310960546135902
Epoch [49], Step [60/120], Patch [6/6], SIDD Loss: 8.135873940773308e-05, DIV2K Loss: 0.020325209945440292
Epoch [49], SIDD Epoch Loss: 0.0002264545548718565, DIV2K Epoch Loss: 0.00745361574043744
Epoch [49], Step [61/120], Patch [1/6], SIDD Loss: 0.00013755462714470923, DIV2K Loss: 0.0006070472300052643
Epoch [49], Step [61/120], Patch [2/6], SIDD Loss: 0.00025816861307248473, DIV2K Loss: 0.0010350745869800448
Epoch [49], Step [61/120], Patch [3/6], SIDD Loss: 0.00018659024499356747, DIV2K Loss: 0.001281441655009985
Epoch [49], Step [61/120], Patch [4/6], SIDD Loss: 8.032996993279085e-05, DIV2K Loss: 0.0006861176807433367
Epoch [49], Step [61/120], Patch [5/6], SIDD Loss: 0.00013127390411682427, DIV2K Loss: 0.00098098861053586
Epoch [49], Step [61/120], Patch [6/6], SIDD Loss: 0.0003885613405145705, DIV2K Loss: 0.0015116592403501272
Epoch [49], Step [62/120], Patch [1/3], SIDD Loss: 0.00030515430262312293, DIV2K Loss: 0.009082385338842869
Epoch [49], Step [62/120], Patch [2/3], SIDD Loss: 0.0005883726407773793, DIV2K Loss: 0.010887447744607925
Epoch [49], Step [62/120], Patch [3/3], SIDD Loss: 0.0006395454402081668, DIV2K Loss: 0.011692244559526443
Epoch [49], Step [63/120], Patch [1/6], SIDD Loss: 0.00011357785842847079, DIV2K Loss: 0.016013143584132195
Epoch [49], Step [63/120], Patch [2/6], SIDD Loss: 0.00022678628738503903, DIV2K Loss: 0.015958108007907867
Epoch [49], Step [63/120], Patch [3/6], SIDD Loss: 0.00016332101949956268, DIV2K Loss: 0.008417399600148201
Epoch [49], Step [63/120], Patch [4/6], SIDD Loss: 0.00031422017491422594, DIV2K Loss: 0.021639516577124596
Epoch [49], Step [63/120], Patch [5/6], SIDD Loss: 0.00011714210268110037, DIV2K Loss: 0.015326051041483879
Epoch [49], Step [63/120], Patch [6/6], SIDD Loss: 0.0005625532940030098, DIV2K Loss: 0.009489222429692745
Epoch [49], Step [64/120], Patch [1/9], SIDD Loss: 0.0001727319322526455, DIV2K Loss: 0.002383430954068899
Epoch [49], Step [64/120], Patch [2/9], SIDD Loss: 0.00018884771270677447, DIV2K Loss: 0.0026657404378056526
Epoch [49], Step [64/120], Patch [3/9], SIDD Loss: 0.00017279907478950918, DIV2K Loss: 0.004153890535235405
Epoch [49], Step [64/120], Patch [4/9], SIDD Loss: 0.0001674085360718891, DIV2K Loss: 0.013808699324727058
Epoch [49], Step [64/120], Patch [5/9], SIDD Loss: 0.00016125867841765285, DIV2K Loss: 0.005370727740228176
Epoch [49], Step [64/120], Patch [6/9], SIDD Loss: 0.0002402469253866002, DIV2K Loss: 0.011633492074906826
Epoch [49], Step [64/120], Patch [7/9], SIDD Loss: 0.0001000297415885143, DIV2K Loss: 0.005283938720822334
Epoch [49], Step [64/120], Patch [8/9], SIDD Loss: 0.00018924978212453425, DIV2K Loss: 0.015398482792079449
Epoch [49], Step [64/120], Patch [9/9], SIDD Loss: 0.00023202404554467648, DIV2K Loss: 0.009961753152310848
Epoch [49], Step [65/120], Patch [1/9], SIDD Loss: 8.928082388592884e-05, DIV2K Loss: 0.004990028217434883
Epoch [49], Step [65/120], Patch [2/9], SIDD Loss: 7.823749183444306e-05, DIV2K Loss: 0.006502003874629736
Epoch [49], Step [65/120], Patch [3/9], SIDD Loss: 6.0564321756828576e-05, DIV2K Loss: 0.007872483693063259
Epoch [49], Step [65/120], Patch [4/9], SIDD Loss: 6.0269299865467474e-05, DIV2K Loss: 0.007277647964656353
Epoch [49], Step [65/120], Patch [5/9], SIDD Loss: 8.50980868563056e-05, DIV2K Loss: 0.01153252087533474
Epoch [49], Step [65/120], Patch [6/9], SIDD Loss: 0.00011009845184162259, DIV2K Loss: 0.007167437579482794
Epoch [49], Step [65/120], Patch [7/9], SIDD Loss: 0.00010323560854885727, DIV2K Loss: 0.004646984860301018
Epoch [49], Step [65/120], Patch [8/9], SIDD Loss: 6.444385508075356e-05, DIV2K Loss: 0.018598448485136032
Epoch [49], Step [65/120], Patch [9/9], SIDD Loss: 6.519869202747941e-05, DIV2K Loss: 0.00693413196131587
Epoch [49], Step [66/120], Patch [1/6], SIDD Loss: 0.00010519881470827386, DIV2K Loss: 0.003491076407954097
Epoch [49], Step [66/120], Patch [2/6], SIDD Loss: 9.199674241244793e-05, DIV2K Loss: 0.001635961001738906
Epoch [49], Step [66/120], Patch [3/6], SIDD Loss: 0.00021746958373114467, DIV2K Loss: 0.0012071449309587479
Epoch [49], Step [66/120], Patch [4/6], SIDD Loss: 0.00012604150106199086, DIV2K Loss: 0.0012616352178156376
Epoch [49], Step [66/120], Patch [5/6], SIDD Loss: 0.0003736336366273463, DIV2K Loss: 0.0014014157932251692
Epoch [49], Step [66/120], Patch [6/6], SIDD Loss: 0.0003687319695018232, DIV2K Loss: 0.0015461028087884188
Epoch [49], Step [67/120], Patch [1/6], SIDD Loss: 8.77205966389738e-05, DIV2K Loss: 0.0053714122623205185
Epoch [49], Step [67/120], Patch [2/6], SIDD Loss: 5.4649175581289455e-05, DIV2K Loss: 0.001929119462147355
Epoch [49], Step [67/120], Patch [3/6], SIDD Loss: 6.9018205977045e-05, DIV2K Loss: 0.0025112906005233526
Epoch [49], Step [67/120], Patch [4/6], SIDD Loss: 5.127122494741343e-05, DIV2K Loss: 0.00993230752646923
Epoch [49], Step [67/120], Patch [5/6], SIDD Loss: 5.948328907834366e-05, DIV2K Loss: 0.006090099923312664
Epoch [49], Step [67/120], Patch [6/6], SIDD Loss: 6.801798735978082e-05, DIV2K Loss: 0.005236738361418247
Epoch [49], Step [68/120], Patch [1/9], SIDD Loss: 0.00014896097127348185, DIV2K Loss: 0.00037241907557472587
Epoch [49], Step [68/120], Patch [2/9], SIDD Loss: 5.4659158195136115e-05, DIV2K Loss: 0.00030645873630419374
Epoch [49], Step [68/120], Patch [3/9], SIDD Loss: 7.27999722585082e-05, DIV2K Loss: 0.0029748333618044853
Epoch [49], Step [68/120], Patch [4/9], SIDD Loss: 7.139270019251853e-05, DIV2K Loss: 0.0008836073684506118
Epoch [49], Step [68/120], Patch [5/9], SIDD Loss: 7.430787081830204e-05, DIV2K Loss: 0.0012099251616746187
Epoch [49], Step [68/120], Patch [6/9], SIDD Loss: 0.00011843314132420346, DIV2K Loss: 0.0012068450450897217
Epoch [49], Step [68/120], Patch [7/9], SIDD Loss: 8.310400880873203e-05, DIV2K Loss: 0.0016610221937298775
Epoch [49], Step [68/120], Patch [8/9], SIDD Loss: 4.60829287476372e-05, DIV2K Loss: 0.001623400254175067
Epoch [49], Step [68/120], Patch [9/9], SIDD Loss: 0.00010216514783678576, DIV2K Loss: 0.0024169764947146177
Epoch [49], Step [69/120], Patch [1/6], SIDD Loss: 8.592006633989513e-05, DIV2K Loss: 0.0030734657775610685
Epoch [49], Step [69/120], Patch [2/6], SIDD Loss: 0.00036704502417705953, DIV2K Loss: 0.0016784302424639463
Epoch [49], Step [69/120], Patch [3/6], SIDD Loss: 0.0001880221243482083, DIV2K Loss: 0.004542824812233448
Epoch [49], Step [69/120], Patch [4/6], SIDD Loss: 0.00018180656479671597, DIV2K Loss: 0.003976709675043821
Epoch [49], Step [69/120], Patch [5/6], SIDD Loss: 7.877073949202895e-05, DIV2K Loss: 0.004348818212747574
Epoch [49], Step [69/120], Patch [6/6], SIDD Loss: 9.515534475212917e-05, DIV2K Loss: 0.007079563103616238
Epoch [49], Step [70/120], Patch [1/6], SIDD Loss: 0.00012869719648733735, DIV2K Loss: 0.0007475707679986954
Epoch [49], Step [70/120], Patch [2/6], SIDD Loss: 0.00011773097503464669, DIV2K Loss: 0.0005992279620841146
Epoch [49], Step [70/120], Patch [3/6], SIDD Loss: 0.00011912622721865773, DIV2K Loss: 0.0004673039074987173
Epoch [49], Step [70/120], Patch [4/6], SIDD Loss: 0.0001709274365566671, DIV2K Loss: 0.0005391267477534711
Epoch [49], Step [70/120], Patch [5/6], SIDD Loss: 0.00011783167428802699, DIV2K Loss: 0.0008567219483666122
Epoch [49], Step [70/120], Patch [6/6], SIDD Loss: 0.00015401386190205812, DIV2K Loss: 0.0009472139063291252
Epoch [49], Step [71/120], Patch [1/6], SIDD Loss: 5.0077869673259556e-05, DIV2K Loss: 0.0029704472981393337
Epoch [49], Step [71/120], Patch [2/6], SIDD Loss: 5.730654811486602e-05, DIV2K Loss: 0.0022505400702357292
Epoch [49], Step [71/120], Patch [3/6], SIDD Loss: 7.254643423948437e-05, DIV2K Loss: 0.008768212981522083
Epoch [49], Step [71/120], Patch [4/6], SIDD Loss: 6.15072640357539e-05, DIV2K Loss: 0.00886080414056778
Epoch [49], Step [71/120], Patch [5/6], SIDD Loss: 7.890856795711443e-05, DIV2K Loss: 0.012624483555555344
Epoch [49], Step [71/120], Patch [6/6], SIDD Loss: 5.910047912038863e-05, DIV2K Loss: 0.009416619315743446
Epoch [49], Step [72/120], Patch [1/6], SIDD Loss: 9.993735875468701e-05, DIV2K Loss: 0.0017936493968591094
Epoch [49], Step [72/120], Patch [2/6], SIDD Loss: 9.084989142138511e-05, DIV2K Loss: 0.004945659544318914
Epoch [49], Step [72/120], Patch [3/6], SIDD Loss: 0.00010463065700605512, DIV2K Loss: 0.004393860697746277
Epoch [49], Step [72/120], Patch [4/6], SIDD Loss: 8.44890164444223e-05, DIV2K Loss: 0.0025582369416952133
Epoch [49], Step [72/120], Patch [5/6], SIDD Loss: 0.00014488218585029244, DIV2K Loss: 0.003842960810288787
Epoch [49], Step [72/120], Patch [6/6], SIDD Loss: 9.880950528895482e-05, DIV2K Loss: 0.0031670965254306793
