Epoch [44], Step [1/800], Patch [1/6], Loss: 0.011831765994429588
Epoch [44], Step [1/800], Patch [2/6], Loss: 0.018501177430152893
Epoch [44], Step [1/800], Patch [3/6], Loss: 0.010950828902423382
Epoch [44], Step [1/800], Patch [4/6], Loss: 0.01190204918384552
Epoch [44], Step [1/800], Patch [5/6], Loss: 0.016180001199245453
Epoch [44], Step [1/800], Patch [6/6], Loss: 0.012444896623492241
Epoch [44], Step [2/800], Patch [1/6], Loss: 0.012232414446771145
Epoch [44], Step [2/800], Patch [2/6], Loss: 0.0035681645385921
Epoch [44], Step [2/800], Patch [3/6], Loss: 0.001000244403257966
Epoch [44], Step [2/800], Patch [4/6], Loss: 0.01506979949772358
Epoch [44], Step [2/800], Patch [5/6], Loss: 0.016520408913493156
Epoch [44], Step [2/800], Patch [6/6], Loss: 0.015088300220668316
Epoch [44], Step [3/800], Patch [1/9], Loss: 0.010999276302754879
Epoch [44], Step [3/800], Patch [2/9], Loss: 0.011810919269919395
Epoch [44], Step [3/800], Patch [3/9], Loss: 0.012800569646060467
Epoch [44], Step [3/800], Patch [4/9], Loss: 0.015768226236104965
Epoch [44], Step [3/800], Patch [5/9], Loss: 0.013845397159457207
Epoch [44], Step [3/800], Patch [6/9], Loss: 0.01654539816081524
Epoch [44], Step [3/800], Patch [7/9], Loss: 0.008318713866174221
Epoch [44], Step [3/800], Patch [8/9], Loss: 0.005734666250646114
Epoch [44], Step [3/800], Patch [9/9], Loss: 0.0067648570984601974
Epoch [44], Step [4/800], Patch [1/6], Loss: 0.0035985771100968122
Epoch [44], Step [4/800], Patch [2/6], Loss: 0.0052185929380357265
Epoch [44], Step [4/800], Patch [3/6], Loss: 0.001651623286306858
Epoch [44], Step [4/800], Patch [4/6], Loss: 0.002169524785131216
Epoch [44], Step [4/800], Patch [5/6], Loss: 0.0036413425114005804
Epoch [44], Step [4/800], Patch [6/6], Loss: 0.004763569217175245
Epoch [44], Step [5/800], Patch [1/6], Loss: 0.00630754791200161
Epoch [44], Step [5/800], Patch [2/6], Loss: 0.006098122801631689
Epoch [44], Step [5/800], Patch [3/6], Loss: 0.00581709248945117
Epoch [44], Step [5/800], Patch [4/6], Loss: 0.007118060253560543
Epoch [44], Step [5/800], Patch [5/6], Loss: 0.007488417439162731
Epoch [44], Step [5/800], Patch [6/6], Loss: 0.008873316459357738
Epoch [44], Step [6/800], Patch [1/6], Loss: 0.01424763910472393
Epoch [44], Step [6/800], Patch [2/6], Loss: 0.014032920822501183
Epoch [44], Step [6/800], Patch [3/6], Loss: 0.014454787597060204
Epoch [44], Step [6/800], Patch [4/6], Loss: 0.018256422132253647
Epoch [44], Step [6/800], Patch [5/6], Loss: 0.016273358836770058
Epoch [44], Step [6/800], Patch [6/6], Loss: 0.015495303086936474
Epoch [44], Step [7/800], Patch [1/6], Loss: 0.001258296426385641
Epoch [44], Step [7/800], Patch [2/6], Loss: 0.0008980014245025814
Epoch [44], Step [7/800], Patch [3/6], Loss: 0.001814373186789453
Epoch [44], Step [7/800], Patch [4/6], Loss: 0.0015705409459769726
Epoch [44], Step [7/800], Patch [5/6], Loss: 0.0015332242473959923
Epoch [44], Step [7/800], Patch [6/6], Loss: 0.0036585889756679535
Epoch [44], Step [8/800], Patch [1/6], Loss: 0.016262544319033623
Epoch [44], Step [8/800], Patch [2/6], Loss: 0.015028017573058605
Epoch [44], Step [8/800], Patch [3/6], Loss: 0.01779433898627758
Epoch [44], Step [8/800], Patch [4/6], Loss: 0.01618686504662037
Epoch [44], Step [8/800], Patch [5/6], Loss: 0.012334190309047699
Epoch [44], Step [8/800], Patch [6/6], Loss: 0.013742273673415184
Epoch [44], Step [9/800], Patch [1/6], Loss: 0.0005274944705888629
Epoch [44], Step [9/800], Patch [2/6], Loss: 0.0008246870129369199
Epoch [44], Step [9/800], Patch [3/6], Loss: 0.0009957104921340942
Epoch [44], Step [9/800], Patch [4/6], Loss: 0.0028079214971512556
Epoch [44], Step [9/800], Patch [5/6], Loss: 0.003432881785556674
Epoch [44], Step [9/800], Patch [6/6], Loss: 0.003479401580989361
Epoch [44], Step [10/800], Patch [1/6], Loss: 0.0025644139386713505
