Epoch [29], Step [1/160], Patch [1/35], Loss: 0.00010451077832840383
Epoch [29], Step [1/160], Patch [2/35], Loss: 0.0001296544069191441
Epoch [29], Step [1/160], Patch [3/35], Loss: 0.00010683784785214812
Epoch [29], Step [1/160], Patch [4/35], Loss: 0.00010430195834487677
Epoch [29], Step [1/160], Patch [5/35], Loss: 0.0001031708306982182
Epoch [29], Step [1/160], Patch [6/35], Loss: 0.00010039816697826609
Epoch [29], Step [1/160], Patch [7/35], Loss: 9.279776713810861e-05
Epoch [29], Step [1/160], Patch [8/35], Loss: 8.388698915950954e-05
Epoch [29], Step [1/160], Patch [9/35], Loss: 3.223140083719045e-05
Epoch [29], Step [1/160], Patch [10/35], Loss: 6.963100167922676e-05
Epoch [29], Step [1/160], Patch [11/35], Loss: 5.6630313338246197e-05
Epoch [29], Step [1/160], Patch [12/35], Loss: 3.710418241098523e-05
Epoch [29], Step [1/160], Patch [13/35], Loss: 4.242180148139596e-05
Epoch [29], Step [1/160], Patch [14/35], Loss: 7.386521610897034e-05
Epoch [29], Step [1/160], Patch [15/35], Loss: 9.102976036956534e-05
Epoch [29], Step [1/160], Patch [16/35], Loss: 4.648290268960409e-05
Epoch [29], Step [1/160], Patch [17/35], Loss: 3.1887022487353534e-05
Epoch [29], Step [1/160], Patch [18/35], Loss: 7.036411989247426e-05
Epoch [29], Step [1/160], Patch [19/35], Loss: 3.5517608921509236e-05
Epoch [29], Step [1/160], Patch [20/35], Loss: 0.0001068748242687434
Epoch [29], Step [1/160], Patch [21/35], Loss: 6.753853085683659e-05
Epoch [29], Step [1/160], Patch [22/35], Loss: 8.734117000130937e-05
Epoch [29], Step [1/160], Patch [23/35], Loss: 3.2059844670584425e-05
Epoch [29], Step [1/160], Patch [24/35], Loss: 5.000292730983347e-05
Epoch [29], Step [1/160], Patch [25/35], Loss: 8.777843322604895e-05
Epoch [29], Step [1/160], Patch [26/35], Loss: 0.000215785505133681
Epoch [29], Step [1/160], Patch [27/35], Loss: 3.8983351259958e-05
Epoch [29], Step [1/160], Patch [28/35], Loss: 3.37535202561412e-05
Epoch [29], Step [1/160], Patch [29/35], Loss: 6.923772161826491e-05
Epoch [29], Step [1/160], Patch [30/35], Loss: 0.0001098258508136496
Epoch [29], Step [1/160], Patch [31/35], Loss: 5.692039121640846e-05
Epoch [29], Step [1/160], Patch [32/35], Loss: 3.341931733302772e-05
Epoch [29], Step [1/160], Patch [33/35], Loss: 2.9729708330705762e-05
Epoch [29], Step [1/160], Patch [34/35], Loss: 3.28010501107201e-05
Epoch [29], Step [1/160], Patch [35/35], Loss: 2.393802787992172e-05
Epoch [29], Step [2/160], Patch [1/50], Loss: 0.000128595027490519
Epoch [29], Step [2/160], Patch [2/50], Loss: 4.560433444567025e-05
Epoch [29], Step [2/160], Patch [3/50], Loss: 4.3918811570620164e-05
Epoch [29], Step [2/160], Patch [4/50], Loss: 4.0450926462654024e-05
Epoch [29], Step [2/160], Patch [5/50], Loss: 3.3145777706522495e-05
Epoch [29], Step [2/160], Patch [6/50], Loss: 2.3375156160909683e-05
Epoch [29], Step [2/160], Patch [7/50], Loss: 1.8193259165855125e-05
Epoch [29], Step [2/160], Patch [8/50], Loss: 3.8183228753041476e-05
Epoch [29], Step [2/160], Patch [9/50], Loss: 3.3830245229182765e-05
Epoch [29], Step [2/160], Patch [10/50], Loss: 4.2130799556616694e-05
Epoch [29], Step [2/160], Patch [11/50], Loss: 5.252802657196298e-05
Epoch [29], Step [2/160], Patch [12/50], Loss: 3.749916504602879e-05
Epoch [29], Step [2/160], Patch [13/50], Loss: 2.5198500225087628e-05
Epoch [29], Step [2/160], Patch [14/50], Loss: 2.2899657778907567e-05
Epoch [29], Step [2/160], Patch [15/50], Loss: 1.910746141220443e-05
Epoch [29], Step [2/160], Patch [16/50], Loss: 3.266949352109805e-05
Epoch [29], Step [2/160], Patch [17/50], Loss: 2.5406217901036143e-05
Epoch [29], Step [2/160], Patch [18/50], Loss: 2.4910292268032208e-05
Epoch [29], Step [2/160], Patch [19/50], Loss: 2.5072749849641696e-05
Epoch [29], Step [2/160], Patch [20/50], Loss: 4.283705129637383e-05
Epoch [29], Step [2/160], Patch [21/50], Loss: 3.006817860295996e-05
Epoch [29], Step [2/160], Patch [22/50], Loss: 3.234036557842046e-05
Epoch [29], Step [2/160], Patch [23/50], Loss: 1.889139457489364e-05
Epoch [29], Step [2/160], Patch [24/50], Loss: 1.6128287825267762e-05
Epoch [29], Step [2/160], Patch [25/50], Loss: 1.518675526313018e-05
Epoch [29], Step [2/160], Patch [26/50], Loss: 1.6539072021259926e-05
Epoch [29], Step [2/160], Patch [27/50], Loss: 2.1028796254540794e-05
Epoch [29], Step [2/160], Patch [28/50], Loss: 1.8846712919184938e-05
Epoch [29], Step [2/160], Patch [29/50], Loss: 1.2559168681036681e-05
Epoch [29], Step [2/160], Patch [30/50], Loss: 3.22116247843951e-05
Epoch [29], Step [2/160], Patch [31/50], Loss: 3.2822317734826356e-05
Epoch [29], Step [2/160], Patch [32/50], Loss: 1.961513771675527e-05
Epoch [29], Step [2/160], Patch [33/50], Loss: 1.6997928469209e-05
Epoch [29], Step [2/160], Patch [34/50], Loss: 1.797154800442513e-05
Epoch [29], Step [2/160], Patch [35/50], Loss: 1.651837010285817e-05
Epoch [29], Step [2/160], Patch [36/50], Loss: 2.115650386258494e-05
Epoch [29], Step [2/160], Patch [37/50], Loss: 1.965861883945763e-05
Epoch [29], Step [2/160], Patch [38/50], Loss: 1.5716697816969827e-05
Epoch [29], Step [2/160], Patch [39/50], Loss: 2.7038517146138474e-05
Epoch [29], Step [2/160], Patch [40/50], Loss: 3.580058546504006e-05
